
# > data cal show
# Matrix: 2 by 1
# row 0:     17.4987126 
# row 1:    -17.9358357 
# model_id    200
# model_spec  2
# stderr(V)   0.51uV  (nplc10)


# postive
1, 8.3310428, -0.0000025, -0.0000009,
1, 8.3310432, -0.0000012, -0.0000005,
1, 8.3310432, -0.0000018, -0.0000011,
1, 8.3310432, -0.0000018, -0.0000013,


# negative
1, -4.7602010, 0.0000024, -0.0000008,
1, -4.7602005, 0.0000022, -0.0000007,
1, -4.7602000, 0.0000022, -0.0000010,
1, -4.7602004, 0.0000031, -0.0000004,
1, -4.7601990, 0.0000037, -0.0000008,
1, -4.7601990, 0.0000042, -0.0000005,
1, -4.7601999, 0.0000010, -0.0000009,
1, -4.7601996, 0.0000020, -0.0000009,
1, -4.7601997, 0.0000025, -0.0000013,

1, -2.3814872, 0.0000025, -0.0000002,
1, -2.3814870, 0.0000018, -0.0000005,
1, -2.3814877, 0.0000013, -0.0000008,
1, -2.3814877, 0.0000005, -0.0000007,
1, -2.3814875, 0.0000012, -0.0000001,
1, -2.3814873, 0.0000014, -0.0000001,
1, -2.3814874, 0.0000008, -0.0000009,
1, -2.3814866, 0.0000021, -0.0000007,
1, -2.3814865, 0.0000020, -0.0000005,

1, -7.1411674, 0.0000013, -0.0000011,
1, -7.1411673, 0.0000009, -0.0000010,
1, -7.1411672, 0.0000008, -0.0000005,
1, -7.1411671, 0.0000008, -0.0000015,
1, -7.1411667, 0.0000017, -0.0000019,
1, -7.1411672, 0.0000017, -0.0000016,
1, -7.1411662, 0.0000025, -0.0000001,
1, -7.1411672, 0.0000018, -0.0000005,
1, -7.1411671, 0.0000019, -0.0000007,

1, -3.5719701, 0.0000030, -0.0000002,
1, -3.5719697, 0.0000029, -0.0000007,
1, -3.5719686, 0.0000037, -0.0000009,
1, -3.5719691, 0.0000034, -0.0000011,
1, -3.5719683, 0.0000023, -0.0000003,
1, -3.5719686, 0.0000022, -0.0000003,
1, -3.5719681, 0.0000034, -0.0000006,
1, -3.5719687, 0.0000022, -0.0000008,
1, -3.5719686, 0.0000026, -0.0000009,

1, -5.9501220, 0.0000032, -0.0000007,
1, -5.9501219, 0.0000033, -0.0000015,
1, -5.9501222, 0.0000023, -0.0000012,
1, -5.9501218, 0.0000026, -0.0000007,
1, -5.9501217, 0.0000025, -0.0000003,
1, -5.9501215, 0.0000036, -0.0000006,
1, -5.9501213, 0.0000032, -0.0000015,
1, -5.9501208, 0.0000032, -0.0000010,
1, -5.9501205, 0.0000037, -0.0000008,

1, -1.1915341, 0.0000011, -0.0000007,
1, -1.1915332, 0.0000026, -0.0000007,
1, -1.1915330, 0.0000027, -0.0000008,
1, -1.1915337, 0.0000001, -0.0000008,
1, -1.1915329, 0.0000020, -0.0000013,
1, -1.1915330, 0.0000021, -0.0000014,
1, -1.1915324, 0.0000019, -0.0000004,
1, -1.1915333, 0.0000016, -0.0000010,
1, -1.1915338, 0.0000014, -0.0000008,

1, -8.3310758, 0.0000026, -0.0000007,
1, -8.3310765, 0.0000015, -0.0000014,
1, -8.3310764, 0.0000012, -0.0000010,
1, -8.3310765, 0.0000012, -0.0000009,
1, -8.3310755, 0.0000009, -0.0000009,
1, -8.3310760, 0.0000004, -0.0000008,
1, -8.3310763, 0.0000011, -0.0000003,
1, -8.3310766, 0.0000001, -0.0000006,
1, -8.3310768, -0.0000000, -0.0000008,


























i think there's high local DNL chang


- ahhh. we have the dmm ground connected to the switch input.
  fix this.

- try 2 variable model.
- try fix the gnd-current-comp.  offset. because we are calibrating ref-lo.

- with 1of9 mux - we could automate.  also select different bounds. to get more data points.

- check the acutal run-down resistor.   resolution looks way too high. leading to DA.

-------

> data cal show
Matrix: 3 by 1
row 0:      17.498738
row 1:    -17.5971143
row 2:   -0.109584164
model_id   0
model_cols 3
stderr(V) 0.88uV  (nplc10)
res       0.027uV  digits 8.56   (nplc10)

-----------------

  restart.
  now automated loop of 5 obs.

4.8V
diff -7.56uV
diff -6.91uV
diff -5.16uV
diff -9.69uV
diff -8.53uV

2.4
diff -1.86uV
diff -1.97uV
diff -2.00uV
diff -1.59uV
diff -3.96uV

7.2
diff 0.64uV
diff -0.73uV
diff 0.95uV
diff 0.37uV
diff 0.82uV

3.6
diff -12.10uV
diff -10.28uV
diff -10.44uV
diff -9.02uV
diff -9.87uV

6
diff -10.33uV
diff -10.99uV
diff -10.36uV
diff -11.31uV
diff -11.95uV


1.2
diff -3.79uV
diff -2.87uV
diff -1.87uV
diff -1.60uV
diff -2.09uV

8.4
diff -5.99uV
diff -5.89uV
diff -4.63uV
diff -4.59uV
diff -4.86uV





